combo_id,symbol,mode,rsi_ob,rsi_os,require_bb_touch,require_macd_turn,require_volume,require_adx,rr_ratio,num_trades,win_rate,profit_factor,pnl_net_total,max_drawdown_pct
1,BTC,reversal,70,30,True,True,True,True,2.0,30,46.666666666666664,0.8862379490053666,-39.78445336340678,-12.055932199092684
1,ETH,reversal,70,30,True,True,True,True,2.0,25,56.00000000000001,1.2711124026929495,72.02183019266363,-7.868153780197094
1,XAUT,reversal,70,30,True,True,True,True,2.0,29,31.03448275862069,0.31053544020635193,-333.6492065550518,-33.36492065550518
1,SP500/USD,reversal,70,30,True,True,True,True,2.0,12,33.33333333333333,0.4309510436341045,-90.60877022419936,-10.847505621413546
1,NASDAQ100/USD,reversal,70,30,True,True,True,True,2.0,14,57.14285714285714,1.6271533751681908,72.28637857010699,-7.3971256082144405
1,OIL_BRENT/USD,reversal,70,30,True,True,True,True,2.0,7,28.57142857142857,0.3816980877124572,-68.15137468373462,-8.698380434633577
1,SILVER/USD,reversal,70,30,True,True,True,True,2.0,12,33.33333333333333,0.39076195917307605,-113.91953123869905,-14.55260275174934
1,HYPE,reversal,70,30,True,True,True,True,2.0,33,30.303030303030305,0.4563796473691267,-213.73002946751978,-22.174087372189483
1,AAPL/USD,reversal,70,30,True,True,True,True,2.0,2,0.0,0.0,-52.002540013232874,-5.200254001323287
1,AMZN/USD,reversal,70,30,True,True,True,True,2.0,12,16.666666666666664,0.34182089515483777,-121.20222231874743,-12.120222231874743
2,BTC,reversal,70,30,True,True,True,False,2.0,133,44.3609022556391,0.8852251244812064,-154.47910699573845,-29.0518450445036
2,ETH,reversal,70,30,True,True,True,False,2.0,112,50.0,1.127423764787804,153.47522998767704,-13.283491464604053
2,XAUT,reversal,70,30,True,True,True,False,2.0,133,31.57894736842105,0.3914073302786208,-709.993562228195,-71.33576468304274
2,SP500/USD,reversal,70,30,True,True,True,False,2.0,41,29.268292682926827,0.3077761198985909,-353.05309727544306,-35.305309727544305
2,NASDAQ100/USD,reversal,70,30,True,True,True,False,2.0,52,44.230769230769226,0.8335024845317945,-103.58467889210533,-23.021570297706326
2,OIL_BRENT/USD,reversal,70,30,True,True,True,False,2.0,45,35.55555555555556,0.7264105774498515,-138.31073497259,-21.489625241347774
2,SILVER/USD,reversal,70,30,True,True,True,False,2.0,70,30.0,0.5195611003370791,-428.16086585749235,-47.59305991969947
2,HYPE,reversal,70,30,True,True,True,False,2.0,109,42.201834862385326,0.8500572659959478,-150.11368200557672,-26.616008733558377
2,AAPL/USD,reversal,70,30,True,True,True,False,2.0,37,21.62162162162162,0.2891476889910135,-342.82620440172434,-34.28262044017244
2,AMZN/USD,reversal,70,30,True,True,True,False,2.0,48,43.75,0.764671826363502,-120.68731728546754,-20.76642503144124
3,BTC,reversal,70,30,True,True,False,True,2.0,48,39.58333333333333,0.7121043517966197,-149.6807697519141,-20.4263564275857
3,ETH,reversal,70,30,True,True,False,True,2.0,48,43.75,1.1152451961089083,63.040546168860146,-13.58386989923394
3,XAUT,reversal,70,30,True,True,False,True,2.0,46,34.78260869565217,0.37216974355310556,-379.1447720472156,-37.91447720472156
3,SP500/USD,reversal,70,30,True,True,False,True,2.0,25,36.0,0.3853050426927272,-214.22885155892686,-24.246169142396166
3,NASDAQ100/USD,reversal,70,30,True,True,False,True,2.0,26,38.46153846153847,0.6420318507379461,-100.14677437835041,-15.360735678354596
3,OIL_BRENT/USD,reversal,70,30,True,True,False,True,2.0,15,33.33333333333333,0.6176084765719522,-67.65505953667434,-11.197519354084902
3,SILVER/USD,reversal,70,30,True,True,False,True,2.0,13,38.46153846153847,0.5736625559045013,-80.80244372711115,-11.35902267401259
3,HYPE,reversal,70,30,True,True,False,True,2.0,63,25.396825396825395,0.3182282784601058,-477.4483420855456,-48.27723148980686
3,AAPL/USD,reversal,70,30,True,True,False,True,2.0,10,40.0,0.23810495995043907,-85.23429111684425,-8.523429111684425
3,AMZN/USD,reversal,70,30,True,True,False,True,2.0,18,22.22222222222222,0.39142767011861207,-162.35659795936033,-19.006131505452494
4,BTC,reversal,70,30,True,True,False,False,2.0,234,41.02564102564102,0.7828436079134312,-422.9562949378716,-53.51001154131224
4,ETH,reversal,70,30,True,True,False,False,2.0,227,44.052863436123346,0.8769405096404947,-270.6650948165941,-41.19635886396344
4,XAUT,reversal,70,30,True,True,False,False,2.0,218,33.48623853211009,0.4287020450845322,-805.5731716245758,-81.42933259594888
4,SP500/USD,reversal,70,30,True,True,False,False,2.0,85,41.17647058823529,0.4890377522713705,-458.91398197444573,-48.80372913778284
4,NASDAQ100/USD,reversal,70,30,True,True,False,False,2.0,97,41.23711340206185,0.6320781531297661,-384.05654824840803,-39.46252217934657
4,OIL_BRENT/USD,reversal,70,30,True,True,False,False,2.0,69,33.33333333333333,0.7114067243399762,-206.2922965744798,-27.507103753588492
4,SILVER/USD,reversal,70,30,True,True,False,False,2.0,92,33.69565217391305,0.5349992298708433,-478.10394133058867,-50.47672982176961
4,HYPE,reversal,70,30,True,True,False,False,2.0,196,36.734693877551024,0.6067364351202764,-575.7861375695329,-58.01082041749457
4,AAPL/USD,reversal,70,30,True,True,False,False,2.0,74,31.08108108108108,0.3637032339534536,-449.77507490508947,-44.97750749050894
4,AMZN/USD,reversal,70,30,True,True,False,False,2.0,95,37.89473684210527,0.521877001651738,-442.068380595687,-50.11197484528409
5,BTC,reversal,70,30,True,False,True,True,2.0,42,45.23809523809524,0.9450497921540982,-25.161219965328655,-14.646727852106237
5,ETH,reversal,70,30,True,False,True,True,2.0,36,55.55555555555556,1.1690257842008618,64.84336233878184,-9.298182447603525
5,XAUT,reversal,70,30,True,False,True,True,2.0,38,23.684210526315788,0.22056266811877415,-451.754246055036,-45.1754246055036
5,SP500/USD,reversal,70,30,True,False,True,True,2.0,17,29.411764705882355,0.2837566318070217,-172.5893354622424,-17.778665234651495
