num_trades,win_rate,profit_factor,total_return_pct,max_drawdown_pct,avg_r_multiple,final_capital,total_fees,symbol,min_swing_percentile,trades_per_day
60,50.0,1.5993994986156284,50.57353587181744,-13.281391986592036,0.36447318386738153,1505.7353587181744,120.29020500259608,HYPE/USD,50,0.23809523809523808
42,50.0,1.5713684018762577,33.97039505399832,-9.25498093253527,0.37165765438880577,1339.7039505399832,76.44305836843236,HYPE/USD,60,0.16666666666666666
34,50.0,1.603827702139512,28.092787679023175,-9.254980932535254,0.38805481658727625,1280.9278767902317,57.55948426027242,HYPE/USD,70,0.1349206349206349
23,34.78260869565217,0.8764270133273714,-4.268851899609183,-12.637699163819969,-0.07432876738173,957.3114810039082,34.916552939460466,HYPE/USD,80,0.09126984126984126
9,44.44444444444444,1.318621035209874,3.627123325232287,-6.536743622700988,0.22041911518815657,1036.2712332523229,13.099692381020326,HYPE/USD,90,0.03571428571428571
61,49.18032786885246,1.0856485429853306,6.953603468004917,-17.559524671179567,0.07546175682891539,1069.5360346800492,267.15034771445005,AAPL/USD,0,0.24696356275303644
48,45.83333333333333,0.9844012134874138,-1.022331015087366,-15.635492379152094,0.010407297052375078,989.7766898491263,183.84712500738613,AAPL/USD,20,0.19433198380566802
39,41.02564102564102,0.7884922990129185,-11.353178270839761,-18.813619842906483,-0.13485878539742577,886.4682172916024,136.47374872966722,AAPL/USD,30,0.15789473684210525
32,40.625,0.769287142093056,-10.564761485089752,-18.813619842906483,-0.15387752459897058,894.3523851491025,117.28583989921815,AAPL/USD,40,0.12955465587044535
27,37.03703703703704,0.6893227277455917,-12.752383606956618,-18.184976250241164,-0.2318604748757748,872.4761639304338,101.40716064991473,AAPL/USD,50,0.10931174089068826
21,42.857142857142854,0.9156955719812558,-2.4452019050764195,-15.442240211919566,-0.03852259939982778,975.5479809492358,75.83947942066447,AAPL/USD,60,0.08502024291497975
