symbol,strategy,direction,entry_datetime,exit_datetime,exit_reason,pnl_net,r_multiple,capital_after
HYPE/USDT:USDT,v1_sniper,short,2025-11-28 15:45:00+00:00,2025-11-28 17:30:00+00:00,take_profit,3.8589638885373163,1.9294819442686582,121.19879311112186
BNB/USDT:USDT,v1_sniper,long,2025-11-29 15:15:00+00:00,2025-11-29 17:30:00+00:00,stop_loss,-2.5846057353544167,-1.2923028676772084,118.61418737576744
SOL/USDT:USDT,v1_sniper,long,2025-11-30 08:00:00+00:00,2025-11-30 12:30:00+00:00,take_profit,3.272408066233472,1.636204033116736,121.88659544200091
SOL/USDT:USDT,v1_sniper,long,2025-12-01 08:00:00+00:00,2025-12-01 12:30:00+00:00,stop_loss,-2.3218077646176756,-1.1609038823088378,119.56478767738324
NCSINASDAQ1002USD/USDT:USDT,v1_sniper,long,2025-12-01 08:15:00+00:00,2025-12-01 12:30:00+00:00,stop_loss,-2.8142602505819463,-1.4071301252909731,116.75052742680128
NCSINASDAQ1002USD/USDT:USDT,v1_sniper,long,2025-12-02 08:45:00+00:00,2025-12-02 11:30:00+00:00,take_profit,3.0891338598820615,1.5445669299410307,119.83966128668335
NCSISP5002USD/USDT:USDT,v1_sniper,long,2025-12-02 08:45:00+00:00,2025-12-02 14:00:00+00:00,take_profit,2.8963893027564382,1.4481946513782191,122.73605058943978
ADA/USDT:USDT,v1_sniper,short,2025-12-03 09:30:00+00:00,2025-12-03 11:00:00+00:00,take_profit,3.6832295707576543,1.8416147853788272,126.41928016019745
NCSINASDAQ1002USD/USDT:USDT,v1_sniper,short,2025-12-03 08:15:00+00:00,2025-12-03 14:00:00+00:00,take_profit,2.5278961909329296,1.2639480954664648,128.94717635113037
NCSISP5002USD/USDT:USDT,v1_sniper,short,2025-12-03 08:30:00+00:00,2025-12-03 14:00:00+00:00,take_profit,2.7400916743467523,1.3700458371733761,131.68726802547712
NCSISP5002USD/USDT:USDT,v1_sniper,short,2025-12-03 14:15:00+00:00,2025-12-03 19:45:00+00:00,stop_loss,-2.4239424058547443,-1.2119712029273721,129.26332561962238
SOL/USDT:USDT,v1_sniper,short,2025-12-04 08:00:00+00:00,2025-12-04 14:45:00+00:00,take_profit,3.641681004498101,1.8208405022490506,132.9050066241205
ADA/USDT:USDT,v1_sniper,short,2025-12-04 08:30:00+00:00,2025-12-04 14:45:00+00:00,take_profit,3.644439093917015,1.8222195469585074,136.5494457180375
