combo_id,symbol,mode,rsi_ob,rsi_os,require_bb_touch,require_macd_turn,require_volume,require_adx,rr_ratio,num_trades,win_rate,profit_factor,pnl_net_total,max_drawdown_pct
1,BTC,pullback,75,30,True,True,True,True,2.0,12,33.33333333333333,0.5705068392069425,-74.6754031158772,-16.82659177974762
1,ETH,pullback,75,30,True,True,True,True,2.0,7,42.857142857142854,0.6674787349781695,-29.85819019207952,-6.517843039293577
1,XAUT,pullback,75,30,True,True,True,True,2.0,8,25.0,0.42739562408821735,-75.8041099752096,-13.238478985513064
1,SP500/USD,pullback,75,30,True,True,True,True,2.0,3,33.33333333333333,0.4044215597133272,-36.64197570847773,-6.152334139368884
1,NASDAQ100/USD,pullback,75,30,True,True,True,True,2.0,3,33.33333333333333,0.5609152600304333,-26.892778478124114,-3.1125914675503963
1,OIL_BRENT/USD,pullback,75,30,True,True,True,True,2.0,3,33.33333333333333,0.26438097902725827,-18.297327547916552,-2.4710874825708276
1,SILVER/USD,pullback,75,30,True,True,True,True,2.0,7,14.285714285714285,0.2380544223324769,-117.7667265810885,-14.907549159908683
1,HYPE,pullback,75,30,True,True,True,True,2.0,5,60.0,0.8530946963723673,-6.220871604528611,-4.0869704746742235
1,AAPL/USD,pullback,75,30,True,True,True,True,2.0,10,0.0,0.0,-206.5914442167849,-20.65914442167849
1,AMZN/USD,pullback,75,30,True,True,True,True,2.0,8,37.5,0.42943034427829113,-64.4011636335365,-7.4159170564681745
2,BTC,pullback,75,30,True,True,True,False,2.0,15,33.33333333333333,0.5550289847213034,-96.54914163210674,-18.73296126011711
2,ETH,pullback,75,30,True,True,True,False,2.0,9,33.33333333333333,0.4482635874145502,-72.170634699321,-8.45976625385234
2,XAUT,pullback,75,30,True,True,True,False,2.0,14,28.57142857142857,0.4394532056455141,-130.4981496557407,-21.13363036352913
2,SP500/USD,pullback,75,30,True,True,True,False,2.0,5,20.0,0.2456577240206462,-73.48159424520202,-9.74114756458555
2,NASDAQ100/USD,pullback,75,30,True,True,True,False,2.0,4,50.0,1.0653425288578795,4.06467166921982,-3.1125914675503963
2,OIL_BRENT/USD,pullback,75,30,True,True,True,False,2.0,5,40.0,0.2180130907710848,-36.829264332102525,-4.049061891198445
2,SILVER/USD,pullback,75,30,True,True,True,False,2.0,9,11.11111111111111,0.19201846698432423,-154.82223812291704,-18.481597418152365
2,HYPE,pullback,75,30,True,True,True,False,2.0,6,50.0,0.6043378223168112,-23.651340818443487,-5.76924479558269
2,AAPL/USD,pullback,75,30,True,True,True,False,2.0,10,0.0,0.0,-206.5914442167849,-20.65914442167849
