symbol,level_type,rr_ratio,num_trades,win_rate,profit_factor,total_return_pct,max_drawdown_pct,avg_r_multiple,trades_per_day,days_analizados,total_fees
HYPE,newyork,2.0,37,40.54054054054054,0.9036793194554662,-5.720291414533108,-24.568462471579988,-0.057868738473399364,0.8222856701906011,45.0,169.28668731838087
HYPE,newyork,2.3,37,40.54054054054054,1.0119907213582564,0.743344446416313,-23.245858484894242,0.035244470685812775,0.8222856701906011,45.0,175.58647463966372
HYPE,prevday,1.0,22,68.18181818181817,1.4880504656022178,7.522497265999914,-6.4400866302761,0.17200940868943063,0.488926614707925,45.0,79.15068592959894
HYPE,prevday,1.5,21,66.66666666666666,2.191221458505201,19.90826661733995,-6.44008663027608,0.44522613644175313,0.4667026776757466,45.0,77.23025605574514
HYPE,prevday,2.0,21,61.904761904761905,2.2131603214152,23.2147936216116,-4.207939896369443,0.5157625946172693,0.4667026776757466,45.0,82.11796891361995
HYPE,prevday,2.3,21,57.14285714285714,1.9487260352081257,22.24345414820848,-7.144579845470562,0.5015468803315516,0.4667026776757466,45.0,84.40872773342055
SOL,asia,1.0,44,65.9090909090909,0.9962347226494348,-0.12149335989971631,-13.952318276148526,0.006294792991921603,0.97785322941585,45.0,227.98354813525836
SOL,asia,1.5,40,60.0,1.3307278601650256,11.97176900657521,-15.793374123181753,0.15450839508076689,0.8889574812871364,45.0,209.45964276149692
SOL,asia,2.0,38,47.368421052631575,1.0562917942423564,2.462446960586044,-15.749009956143913,0.05031420102113338,0.8445096072227796,45.0,188.75623612129675
SOL,asia,2.3,36,44.44444444444444,1.0324945461191521,1.3835809790482245,-19.896732307278388,0.039797665524011296,0.8000617331584227,45.0,170.63992085342448
SOL,london,1.0,66,56.060606060606055,0.6068201843686796,-25.013440897851808,-30.553893859220533,-0.20883298015844415,1.466779844123775,45.0,395.30269777255745
SOL,london,1.5,62,53.2258064516129,0.7852953632343983,-16.805194813642277,-31.68200594559396,-0.13408535151158663,1.3778840959950613,45.0,404.49411331123997
SOL,london,2.0,57,43.859649122807014,0.7765594004583436,-18.95362036972815,-29.611258646620374,-0.16466633707885758,1.2667644108341694,45.0,353.78610383582657
SOL,london,2.3,57,40.35087719298245,0.792217202040589,-19.048112068071603,-31.636765817324875,-0.162044719913688,1.2667644108341694,45.0,355.7641501581665
SOL,newyork,1.0,31,64.51612903225806,0.9097749104543608,-2.001152382678515,-10.718042850056737,-0.025275624876473127,0.6889420479975307,45.0,190.53404730900618
SOL,newyork,1.5,27,51.85185185185185,0.791145170959049,-6.746219340861989,-15.51946987765672,-0.11439665882613993,0.6000462998688171,45.0,151.04385709881169
SOL,newyork,2.0,25,44.0,0.7882884981334508,-6.96851945747394,-15.988944450172642,-0.126357510984716,0.5555984258044602,45.0,139.39767779082905
SOL,newyork,2.3,25,44.0,0.9411739144764404,-1.9683400814991956,-14.384214138221898,-0.018349110984719415,0.5555984258044602,45.0,142.61946445355346
SOL,prevday,1.0,29,72.41379310344827,1.3433264551200235,6.747926144126108,-10.960478743797317,0.11977863976203248,0.6444941739331739,45.0,137.6439159883189
SOL,prevday,1.5,27,59.25925925925925,1.38238265791479,10.354981553016888,-10.960478743797312,0.19697581347188392,0.6000462998688171,45.0,129.23610336643452
SOL,prevday,2.0,27,55.55555555555556,1.707850702282696,20.442104875341784,-10.96047874379732,0.3647493418060001,0.6000462998688171,45.0,136.50641414200626
SOL,prevday,2.3,27,40.74074074074074,0.9627748669920163,-1.3634406763149853,-13.87746220082241,-0.004439476955093126,0.6000462998688171,45.0,126.62497335672458
BTC,asia,1.0,45,53.333333333333336,0.4582248922857965,-22.672327521704062,-25.593085780180953,-0.2763553816222472,1.0000771664480284,45.0,309.89494672326794
BTC,asia,1.5,42,52.38095238095239,0.7005556725606598,-13.251166076082052,-18.37481163510238,-0.1561842621583319,0.9334053553514932,45.0,299.7640778182928
BTC,asia,2.0,35,57.14285714285714,1.3099182302559016,10.352612095796484,-14.886912987881,0.15629543241226754,0.7778377961262443,45.0,258.9327552720191
BTC,asia,2.3,33,57.57575757575758,1.418949225047013,14.129149994743784,-14.393903813585487,0.2190864361049596,0.7333899220618875,45.0,240.6751947962003
BTC,london,1.0,49,46.93877551020408,0.41371246966611464,-29.424692303052453,-31.472980156378185,-0.3462619330808252,1.088972914576742,45.0,296.92317898002585
BTC,london,1.5,45,44.44444444444444,0.5923013163229729,-21.503956179578154,-22.66545037637843,-0.25656788772940964,1.0000771664480284,45.0,284.56028497031105
BTC,london,2.0,43,46.51162790697674,0.7663010008742082,-12.690450654169455,-17.761381838690447,-0.14022004210199002,0.9556292923836716,45.0,268.784796194951
BTC,london,2.3,43,41.86046511627907,0.7520624412406062,-15.586416579276987,-15.881651612583832,-0.17545725036091733,0.9556292923836716,45.0,279.49718135212504
BTC,newyork,1.0,29,58.620689655172406,0.7906857618176907,-4.324411109212065,-9.658878243200745,-0.06959439546810768,0.6444941739331739,45.0,217.19486360692483
BTC,newyork,1.5,28,64.28571428571429,1.1099670152733718,3.0628553515110752,-11.417646982224253,0.06587836621018632,0.6222702369009955,45.0,218.33437687462313
BTC,newyork,2.0,27,62.96296296296296,1.5038135030827817,14.854403180629083,-10.544019620077208,0.27404884312726047,0.6000462998688171,45.0,224.20193680781423
BTC,newyork,2.3,27,55.55555555555556,1.247951105785962,8.424218117496888,-10.019843202789039,0.1708225872943899,0.6000462998688171,45.0,212.4295529160983
BTC,prevday,1.0,26,53.84615384615385,0.5659013712146354,-11.163099812310975,-14.990310645868613,-0.21891749526613558,0.5778223628366386,45.0,148.58212667354235
BTC,prevday,1.5,26,53.84615384615385,0.9029686954023781,-3.033755136834065,-16.19693817461026,-0.045773264496903145,0.5778223628366386,45.0,159.31551835573538
BTC,prevday,2.0,25,52.0,1.1576819611362261,5.1604705531816535,-14.546587569752347,0.11968235161663998,0.5555984258044602,45.0,160.10255722126522
BTC,prevday,2.3,25,44.0,0.9531453915057264,-1.7202370605560873,-13.548652924308152,-0.012292448383360135,0.5555984258044602,45.0,151.39584118020838
