combo_id,symbol,mode,rsi_ob,rsi_os,require_bb_touch,require_macd_turn,require_volume,require_adx,rr_ratio,num_trades,win_rate,profit_factor,pnl_net_total,max_drawdown_pct
1,BTC,reversal,80,30,True,True,True,True,2.0,13,53.84615384615385,1.4424234708913721,56.19557261671184,-7.0768040121099025
1,ETH,reversal,80,30,True,True,True,True,2.0,8,62.5,1.8215975366918968,57.22204772876694,-4.286027419262477
1,XAUT,reversal,80,30,True,True,True,True,2.0,17,29.411764705882355,0.34627522651769305,-198.60041352791336,-19.860041352791335
1,SP500/USD,reversal,80,30,True,True,True,True,2.0,9,33.33333333333333,0.3173870812569472,-82.3661389233082,-9.845645397618046
1,NASDAQ100/USD,reversal,80,30,True,True,True,True,2.0,7,42.857142857142854,0.9750224861867098,-2.1567030630245654,-7.397125608214464
1,OIL_BRENT/USD,reversal,80,30,True,True,True,True,2.0,2,50.0,0.16568188757111665,-19.215389967576698,-2.2943701149425255
1,SILVER/USD,reversal,80,30,True,True,True,True,2.0,8,50.0,0.7590170818057369,-23.51876021941439,-7.6411015504633735
1,HYPE,reversal,80,30,True,True,True,True,2.0,16,25.0,0.2550050482774551,-148.71791560704673,-15.739113021550164
1,AAPL/USD,reversal,80,30,True,True,True,True,2.0,2,0.0,0.0,-52.002540013232874,-5.200254001323287
1,AMZN/USD,reversal,80,30,True,True,True,True,2.0,7,14.285714285714285,0.2729972773064573,-74.20224033301997,-7.7091368075118165
2,BTC,reversal,80,30,True,True,True,False,2.0,72,41.66666666666667,0.8568651720549169,-117.41501836167618,-20.784514339145304
2,ETH,reversal,80,30,True,True,True,False,2.0,67,50.74626865671642,0.9915418030949616,-5.601322689817039,-12.381997270103199
2,XAUT,reversal,80,30,True,True,True,False,2.0,92,25.0,0.2854967113665514,-657.5707177578548,-66.8073382550187
2,SP500/USD,reversal,80,30,True,True,True,False,2.0,30,33.33333333333333,0.31539560461801275,-290.3211741919721,-30.092311009330054
2,NASDAQ100/USD,reversal,80,30,True,True,True,False,2.0,31,41.935483870967744,0.8747255853441908,-46.00774360498485,-15.850788709780234
2,OIL_BRENT/USD,reversal,80,30,True,True,True,False,2.0,25,40.0,0.8781782230534135,-30.59885808179274,-10.825320370376822
2,SILVER/USD,reversal,80,30,True,True,True,False,2.0,49,32.6530612244898,0.5775512264924676,-280.9164652119325,-35.263126190918335
2,HYPE,reversal,80,30,True,True,True,False,2.0,68,39.705882352941174,0.7304435248545247,-183.6834662280287,-22.160815480143068
2,AAPL/USD,reversal,80,30,True,True,True,False,2.0,28,14.285714285714285,0.18920368534986431,-316.7086802714409,-31.670868027144095
2,AMZN/USD,reversal,80,30,True,True,True,False,2.0,36,33.33333333333333,0.35019957067628726,-272.622304987333,-30.92532727801713
3,BTC,reversal,80,30,True,True,False,True,2.0,24,50.0,1.1750334584670805,42.366719423541554,-8.022724318206322
3,ETH,reversal,80,30,True,True,False,True,2.0,26,46.15384615384615,1.4749865731816196,102.24397586739246,-8.45326452376672
3,XAUT,reversal,80,30,True,True,False,True,2.0,27,37.03703703703704,0.48594534433524267,-205.1016718254715,-20.51016718254715
3,SP500/USD,reversal,80,30,True,True,False,True,2.0,15,40.0,0.4587749534079403,-100.36425881795947,-12.62445189339665
3,NASDAQ100/USD,reversal,80,30,True,True,False,True,2.0,17,23.52941176470588,0.4042524471667077,-134.02606369317505,-15.255160563591751
3,OIL_BRENT/USD,reversal,80,30,True,True,False,True,2.0,5,20.0,0.05894449292173405,-60.92065570172747,-6.449043033336093
3,SILVER/USD,reversal,80,30,True,True,False,True,2.0,10,40.0,0.5071721986801485,-71.41149246032046,-11.549754779249835
3,HYPE,reversal,80,30,True,True,False,True,2.0,30,26.666666666666668,0.34794853942932286,-242.9287821368472,-25.064213740038927
3,AAPL/USD,reversal,80,30,True,True,False,True,2.0,8,37.5,0.15691455897305145,-83.90055323159231,-8.977644810591096
3,AMZN/USD,reversal,80,30,True,True,False,True,2.0,10,10.0,0.17705332187528927,-129.51107650598317,-13.222760252021809
4,BTC,reversal,80,30,True,True,False,False,2.0,140,40.714285714285715,0.7471228744925843,-352.73399233824614,-40.19348446651584
4,ETH,reversal,80,30,True,True,False,False,2.0,150,44.0,0.7872279152303476,-284.6500448590451,-30.608539111658033
4,XAUT,reversal,80,30,True,True,False,False,2.0,150,30.0,0.389641581488748,-710.6373251295588,-72.22073108501374
4,SP500/USD,reversal,80,30,True,True,False,False,2.0,51,47.05882352941176,0.5825670176409276,-248.51745367323417,-29.491057623378587
4,NASDAQ100/USD,reversal,80,30,True,True,False,False,2.0,61,34.42622950819672,0.616655706285321,-290.2325293535489,-33.918248223969734
4,OIL_BRENT/USD,reversal,80,30,True,True,False,False,2.0,36,33.33333333333333,0.7065246866645547,-110.86335961755583,-18.246931182330403
4,SILVER/USD,reversal,80,30,True,True,False,False,2.0,65,33.84615384615385,0.5412213426679994,-362.666572911244,-42.40852941056505
4,HYPE,reversal,80,30,True,True,False,False,2.0,113,33.6283185840708,0.5251227547232212,-481.6384356531679,-49.16348587778171
4,AAPL/USD,reversal,80,30,True,True,False,False,2.0,46,26.08695652173913,0.2908007232888611,-364.29975648273546,-36.83771607598178
4,AMZN/USD,reversal,80,30,True,True,False,False,2.0,54,37.03703703703704,0.41655415877500995,-330.2537706174901,-36.39823998098636
5,BTC,reversal,80,30,True,False,True,True,2.0,23,47.82608695652174,1.1600064097792937,36.17334345958807,-7.3355915332971575
5,ETH,reversal,80,30,True,False,True,True,2.0,15,46.666666666666664,0.7478502975526483,-43.75326130322924,-6.220633421135767
5,XAUT,reversal,80,30,True,False,True,True,2.0,21,23.809523809523807,0.26609227962951587,-265.81172773101116,-26.581172773101112
5,SP500/USD,reversal,80,30,True,False,True,True,2.0,10,30.0,0.25623511411977357,-110.08108231798417,-12.205003133919524
5,NASDAQ100/USD,reversal,80,30,True,False,True,True,2.0,11,36.36363636363637,0.6243157848631385,-59.96466495329946,-7.7037030165209535
5,OIL_BRENT/USD,reversal,80,30,True,False,True,True,2.0,4,25.0,0.07606445865928936,-46.35029038032917,-4.997545215343663
5,SILVER/USD,reversal,80,30,True,False,True,True,2.0,10,50.0,0.7530037711368027,-29.89119964197107,-9.944062785246679
5,HYPE,reversal,80,30,True,False,True,True,2.0,22,27.27272727272727,0.4285738481983315,-158.66051949390453,-16.723243473419632
5,AAPL/USD,reversal,80,30,True,False,True,True,2.0,3,0.0,0.0,-75.76386509083397,-7.576386509083398
5,AMZN/USD,reversal,80,30,True,False,True,True,2.0,7,14.285714285714285,0.2729972773064573,-74.20224033301997,-7.7091368075118165
6,BTC,reversal,80,30,True,False,True,False,2.0,102,38.23529411764706,0.7380242803016328,-278.12207589688546,-31.91740130588041
6,ETH,reversal,80,30,True,False,True,False,2.0,103,46.601941747572816,0.8339550013368935,-166.59559332290758,-19.205495107748842
6,XAUT,reversal,80,30,True,False,True,False,2.0,122,23.770491803278688,0.25825980741911886,-793.80237223275,-80.39476214475697
6,SP500/USD,reversal,80,30,True,False,True,False,2.0,38,31.57894736842105,0.25634023309684484,-394.7788256469414,-40.38202622282176
6,NASDAQ100/USD,reversal,80,30,True,False,True,False,2.0,43,41.86046511627907,0.8724865298526522,-67.1334884719679,-16.174421847847842
6,OIL_BRENT/USD,reversal,80,30,True,False,True,False,2.0,32,34.375,0.6075800880690202,-137.8616754608588,-20.05441258161803
6,SILVER/USD,reversal,80,30,True,False,True,False,2.0,59,30.508474576271187,0.48742995600959904,-399.9717546713646,-42.42465462377118
6,HYPE,reversal,80,30,True,False,True,False,2.0,86,39.53488372093023,0.7449376805303386,-214.44349830679312,-27.618558745396204
6,AAPL/USD,reversal,80,30,True,False,True,False,2.0,38,18.421052631578945,0.20169219396551852,-365.34127527286637,-36.534127527286635
6,AMZN/USD,reversal,80,30,True,False,True,False,2.0,44,36.36363636363637,0.5240810463965865,-232.7860735350548,-25.337702147938064
7,BTC,reversal,80,30,True,False,False,True,2.0,35,42.857142857142854,0.8809046012073338,-42.09113970080625,-12.27320577920346
7,ETH,reversal,80,30,True,False,False,True,2.0,36,38.88888888888889,0.8164054610720572,-67.78274074078502,-10.02863499273629
7,XAUT,reversal,80,30,True,False,False,True,2.0,30,30.0,0.37688623030551355,-278.6860572013172,-27.868605720131722
