num_trades,win_rate,profit_factor,total_return_pct,max_drawdown_pct,avg_r_multiple,final_capital,total_fees,symbol,min_swing_percentile,tp_rr_ratio
23,26.08695652173913,0.49696969619850273,-19.133021459651342,-23.89659690803417,-0.4432141621973972,808.6697854034866,54.257232370538695,BTC,70,2.0
16,31.25,0.8001229796241639,-4.562704534960506,-10.338705446421043,-0.12754321271133545,954.372954650395,32.15003845105896,ETH,70,2.0
28,28.57142857142857,0.48006100350888076,-22.715444312743536,-22.715444312743536,-0.44196502178092284,772.8455568725647,92.43477142691441,XAUT,70,2.0
22,63.63636363636363,1.7611623248546562,19.400692055053103,-8.07440009169391,0.42459033318917255,1194.006920550531,129.5184687091809,SP500/USD,70,2.0
29,51.724137931034484,1.1121345016507376,4.37729370194661,-12.228924601668348,0.09309803357479868,1043.772937019466,133.99859842097445,NASDAQ100/USD,70,2.0
13,76.92307692307693,5.032093936922095,31.564067766109794,-4.920372502252911,1.0812365977128298,1315.640677661098,29.613517958130373,OIL_BRENT/USD,70,2.0
10,40.0,0.9989177087784964,-0.01622974662013803,-7.511481875478032,0.021349510927545466,999.8377025337986,23.730541540705552,SILVER/USD,70,2.0
34,50.0,1.603827702139512,28.092787679023175,-9.254980932535254,0.38805481658727625,1280.9278767902317,57.55948426027242,HYPE/USD,70,2.0
13,61.53846153846154,2.4206657609296247,15.428454105477796,-5.01506466454378,0.5717680797127236,1154.284541054778,37.54487771254457,AAPL/USD,70,2.0
22,63.63636363636363,2.0776115534704416,26.448432944861587,-10.8780695794493,0.5567912316091358,1264.4843294486159,91.30623593944628,AMZN/USD,70,2.0
23,17.391304347826086,0.3114220825477337,-26.111903664020886,-26.111903664020886,-0.6406825706443127,738.8809633597912,50.78724237990227,BTC,70,2.5
16,31.25,1.0055205014956663,0.12998418388356187,-8.775575725910818,0.02872866228866383,1001.2998418388356,33.0910256766349,ETH,70,2.5
28,28.57142857142857,0.5288880857341303,-20.944585914694663,-20.983418314533495,-0.39888510627082446,790.5541408530534,93.81805386191134,XAUT,70,2.5
22,63.63636363636363,2.2142551247176967,33.03937346226871,-6.282183115730208,0.6792425188789702,1330.3937346226871,136.85785222910056,SP500/USD,70,2.5
29,48.275862068965516,1.1945458744569952,8.254888131076019,-11.410083628436666,0.16213596460927618,1082.5488813107602,134.4680648195869,NASDAQ100/USD,70,2.5
13,61.53846153846154,3.0438295034237597,24.926386190016455,-4.920372502252917,0.8892250592512908,1249.2638619001646,28.157693807213562,OIL_BRENT/USD,70,2.5
10,30.0,0.8242945309905707,-3.0546182358059584,-11.616583528282371,-0.1287554890724536,969.4538176419404,23.582009543606176,SILVER/USD,70,2.5
33,42.42424242424242,1.5557200259347719,26.544641056394834,-8.37964860972669,0.3871845460348579,1265.4464105639483,54.54532648599758,HYPE/USD,70,2.5
13,61.53846153846154,2.998643988276623,22.287369031879212,-5.0150646645437815,0.8025911566357966,1222.8736903187921,38.614121958952246,AAPL/USD,70,2.5
22,54.54545454545454,1.852120449427285,24.70482616193415,-10.878069579449283,0.5338571407000448,1247.0482616193415,87.84771610936103,AMZN/USD,70,2.5
23,17.391304347826086,0.30289435609757587,-26.371480114495444,-26.371480114495444,-0.64837917108127,736.2851988550456,50.701978616576554,BTC,70,3.0
16,31.25,1.2061072534585329,5.0054768924054995,-8.24340241779234,0.18500053728866356,1050.054768924055,34.06032662072846,ETH,70,3.0
28,28.57142857142857,0.6269731360465847,-17.081349403396597,-18.687980964960232,-0.30958689198510997,829.186505966034,96.30955043121052,XAUT,70,3.0
22,50.0,1.4190308829328588,13.785493532618421,-11.773782392433144,0.32842459166795696,1137.8549353261842,120.21818714849543,SP500/USD,70,3.0
29,48.275862068965516,1.3954537862778682,17.589521181117174,-11.410083628436656,0.3114930603635661,1175.8952118111717,140.0945171823965,NASDAQ100/USD,70,3.0
13,53.84615384615385,2.859480412179919,25.35014234445016,-5.6218892303844425,0.909509196127765,1253.5014234445016,29.201883676339545,OIL_BRENT/USD,70,3.0
10,30.0,0.986054758163966,-0.2482228224241908,-11.61658352828238,0.02134951092754207,997.5177717757581,24.081120500808098,SILVER/USD,70,3.0
33,39.39393939393939,1.67369161771389,33.625497882694276,-7.504316286918073,0.4782209096712235,1336.2549788269428,54.401849697274784,HYPE/USD,70,3.0
13,61.53846153846154,3.5740381357241207,29.482610176686602,-5.015064664543791,1.0334142335588754,1294.826101766866,39.717548157094406,AAPL/USD,70,3.0
22,45.45454545454545,1.578071009836331,19.58486866579883,-10.878069579449278,0.4451003614100109,1195.8486866579883,87.93926371925734,AMZN/USD,70,3.0
