pase,anchor,confirmer,symbol,horizon,n_signals,n_conclusive,hit_rate,avg_ret_aligned_pct
C_4h_4h,bb,macd,XAUT,1,59,32,43.8,-0.039
C_4h_4h,bb,ema,XAUT,1,119,73,45.2,-0.025
C_4h_4h,bb,adx,XAUT,1,395,232,52.2,0.017
C_4h_4h,bb,vol,XAUT,1,281,173,51.4,0.029
C_4h_4h,bb,(solo),XAUT,2,491,366,50.3,-0.018
C_4h_4h,bb,rsi,XAUT,2,81,58,41.4,-0.033
C_4h_4h,bb,macd,XAUT,2,59,43,41.9,-0.125
C_4h_4h,bb,ema,XAUT,2,119,94,48.9,-0.026
C_4h_4h,bb,adx,XAUT,2,395,296,52.7,0.024
C_4h_4h,bb,vol,XAUT,2,281,211,49.8,-0.026
A_1h_1h,rsi,(solo),SP500/USD,1,158,39,56.4,-0.005
A_1h_1h,rsi,macd,SP500/USD,1,29,7,57.1,-0.009
A_1h_1h,rsi,bb,SP500/USD,1,6,2,50.0,0.022
A_1h_1h,rsi,ema,SP500/USD,1,5,0,,0.036
A_1h_1h,rsi,adx,SP500/USD,1,145,36,58.3,-0.005
A_1h_1h,rsi,vol,SP500/USD,1,66,19,57.9,0.01
A_1h_1h,rsi,(solo),SP500/USD,2,158,63,52.4,-0.02
A_1h_1h,rsi,macd,SP500/USD,2,29,7,42.9,-0.045
A_1h_1h,rsi,bb,SP500/USD,2,6,1,100.0,-0.02
A_1h_1h,rsi,ema,SP500/USD,2,5,1,100.0,0.073
A_1h_1h,rsi,adx,SP500/USD,2,145,58,53.4,-0.016
A_1h_1h,rsi,vol,SP500/USD,2,66,32,56.2,-0.014
A_1h_1h,rsi,(solo),SP500/USD,4,158,77,49.4,-0.0
A_1h_1h,rsi,macd,SP500/USD,4,29,13,23.1,-0.106
A_1h_1h,rsi,bb,SP500/USD,4,6,5,40.0,-0.026
A_1h_1h,rsi,ema,SP500/USD,4,5,2,50.0,-0.003
A_1h_1h,rsi,adx,SP500/USD,4,145,69,49.3,-0.003
A_1h_1h,rsi,vol,SP500/USD,4,66,36,50.0,-0.015
A_1h_1h,macd,(solo),SP500/USD,1,5048,1139,49.9,-0.003
A_1h_1h,macd,rsi,SP500/USD,1,2633,658,48.6,-0.006
A_1h_1h,macd,bb,SP500/USD,1,2681,672,47.8,-0.008
A_1h_1h,macd,ema,SP500/USD,1,2496,607,48.1,-0.006
A_1h_1h,macd,adx,SP500/USD,1,3437,761,49.1,-0.003
A_1h_1h,macd,vol,SP500/USD,1,1748,582,49.3,-0.004
A_1h_1h,macd,(solo),SP500/USD,2,5047,1732,49.5,-0.003
A_1h_1h,macd,rsi,SP500/USD,2,2633,980,47.3,-0.008
A_1h_1h,macd,bb,SP500/USD,2,2681,988,47.0,-0.01
A_1h_1h,macd,ema,SP500/USD,2,2496,906,47.5,-0.009
A_1h_1h,macd,adx,SP500/USD,2,3437,1154,48.8,-0.005
A_1h_1h,macd,vol,SP500/USD,2,1747,788,49.4,-0.009
A_1h_1h,macd,(solo),SP500/USD,4,5045,2429,49.7,-0.003
A_1h_1h,macd,rsi,SP500/USD,4,2632,1345,48.5,-0.011
A_1h_1h,macd,bb,SP500/USD,4,2681,1369,48.1,-0.015
A_1h_1h,macd,ema,SP500/USD,4,2496,1247,49.6,-0.011
A_1h_1h,macd,adx,SP500/USD,4,3435,1624,48.8,-0.006
A_1h_1h,macd,vol,SP500/USD,4,1746,996,50.8,-0.003
A_1h_1h,bb,(solo),SP500/USD,1,985,287,48.8,-0.006
A_1h_1h,bb,rsi,SP500/USD,1,142,49,40.8,-0.029
A_1h_1h,bb,macd,SP500/USD,1,154,50,58.0,0.004
A_1h_1h,bb,ema,SP500/USD,1,287,88,44.3,-0.013
A_1h_1h,bb,adx,SP500/USD,1,660,181,49.2,-0.005
A_1h_1h,bb,vol,SP500/USD,1,482,175,49.1,-0.004
A_1h_1h,bb,(solo),SP500/USD,2,985,417,49.2,-0.013
A_1h_1h,bb,rsi,SP500/USD,2,142,66,42.4,-0.028
A_1h_1h,bb,macd,SP500/USD,2,154,63,55.6,0.009
A_1h_1h,bb,ema,SP500/USD,2,287,125,45.6,-0.026
A_1h_1h,bb,adx,SP500/USD,2,660,275,48.7,-0.017
A_1h_1h,bb,vol,SP500/USD,2,482,244,49.6,-0.013
A_1h_1h,bb,(solo),SP500/USD,4,985,525,49.7,-0.017
A_1h_1h,bb,rsi,SP500/USD,4,142,75,44.0,-0.06
A_1h_1h,bb,macd,SP500/USD,4,154,80,52.5,-0.021
A_1h_1h,bb,ema,SP500/USD,4,287,148,50.0,-0.039
A_1h_1h,bb,adx,SP500/USD,4,660,350,49.7,-0.023
A_1h_1h,bb,vol,SP500/USD,4,482,289,49.1,-0.029
B_1h_4h,rsi,macd,SP500/USD,1,10,5,80.0,0.068
B_1h_4h,rsi,bb,SP500/USD,1,5,4,75.0,0.104
B_1h_4h,rsi,ema,SP500/USD,1,24,5,80.0,0.042
B_1h_4h,rsi,adx,SP500/USD,1,113,30,46.7,-0.02
B_1h_4h,rsi,vol,SP500/USD,1,87,27,59.3,0.006
B_1h_4h,rsi,macd,SP500/USD,2,10,7,71.4,0.097
B_1h_4h,rsi,bb,SP500/USD,2,5,5,80.0,0.2
B_1h_4h,rsi,ema,SP500/USD,2,24,11,72.7,0.049
B_1h_4h,rsi,adx,SP500/USD,2,113,46,41.3,-0.048
B_1h_4h,rsi,vol,SP500/USD,2,87,44,54.5,-0.021
B_1h_4h,rsi,macd,SP500/USD,4,10,6,66.7,0.014
B_1h_4h,rsi,bb,SP500/USD,4,5,4,100.0,0.68
B_1h_4h,rsi,ema,SP500/USD,4,24,12,58.3,0.023
B_1h_4h,rsi,adx,SP500/USD,4,113,54,46.3,-0.006
B_1h_4h,rsi,vol,SP500/USD,4,87,48,47.9,-0.001
B_1h_4h,macd,rsi,SP500/USD,1,2431,568,57.9,0.014
B_1h_4h,macd,bb,SP500/USD,1,2410,574,57.8,0.016
B_1h_4h,macd,ema,SP500/USD,1,2474,602,54.5,0.007
B_1h_4h,macd,adx,SP500/USD,1,3336,778,48.8,-0.006
B_1h_4h,macd,vol,SP500/USD,1,1964,675,48.0,-0.006
B_1h_4h,macd,rsi,SP500/USD,2,2431,861,57.1,0.026
B_1h_4h,macd,bb,SP500/USD,2,2410,871,57.7,0.029
B_1h_4h,macd,ema,SP500/USD,2,2474,913,53.9,0.014
B_1h_4h,macd,adx,SP500/USD,2,3335,1161,48.8,-0.008
B_1h_4h,macd,vol,SP500/USD,2,1964,918,48.4,-0.01
B_1h_4h,macd,rsi,SP500/USD,4,2431,1201,56.6,0.03
B_1h_4h,macd,bb,SP500/USD,4,2410,1220,56.6,0.033
B_1h_4h,macd,ema,SP500/USD,4,2474,1236,53.6,0.015
B_1h_4h,macd,adx,SP500/USD,4,3333,1606,48.7,-0.006
B_1h_4h,macd,vol,SP500/USD,4,1964,1152,49.6,-0.01
B_1h_4h,bb,rsi,SP500/USD,1,284,79,60.8,0.027
B_1h_4h,bb,macd,SP500/USD,1,312,93,57.0,0.017
B_1h_4h,bb,ema,SP500/USD,1,371,108,55.6,0.005
B_1h_4h,bb,adx,SP500/USD,1,642,187,50.3,-0.004
B_1h_4h,bb,vol,SP500/USD,1,558,208,49.0,-0.005
B_1h_4h,bb,rsi,SP500/USD,2,284,117,64.1,0.048
B_1h_4h,bb,macd,SP500/USD,2,312,137,59.9,0.023
B_1h_4h,bb,ema,SP500/USD,2,371,160,53.1,0.009
B_1h_4h,bb,adx,SP500/USD,2,642,263,51.7,-0.009
B_1h_4h,bb,vol,SP500/USD,2,558,281,48.0,-0.02
B_1h_4h,bb,rsi,SP500/USD,4,284,140,64.3,0.047
B_1h_4h,bb,macd,SP500/USD,4,312,168,55.4,0.016
B_1h_4h,bb,ema,SP500/USD,4,371,183,56.8,0.01
B_1h_4h,bb,adx,SP500/USD,4,642,329,51.4,-0.012
B_1h_4h,bb,vol,SP500/USD,4,558,337,46.9,-0.043
C_4h_4h,rsi,(solo),SP500/USD,1,45,15,46.7,0.002
C_4h_4h,rsi,macd,SP500/USD,1,13,4,25.0,-0.04
C_4h_4h,rsi,bb,SP500/USD,1,3,2,0.0,-0.213
C_4h_4h,rsi,ema,SP500/USD,1,0,0,,
C_4h_4h,rsi,adx,SP500/USD,1,44,14,50.0,0.01
C_4h_4h,rsi,vol,SP500/USD,1,21,7,28.6,-0.058
C_4h_4h,rsi,(solo),SP500/USD,2,45,21,52.4,0.003
C_4h_4h,rsi,macd,SP500/USD,2,13,5,40.0,-0.116
C_4h_4h,rsi,bb,SP500/USD,2,3,2,0.0,-0.366
C_4h_4h,rsi,ema,SP500/USD,2,0,0,,
C_4h_4h,rsi,adx,SP500/USD,2,44,20,55.0,0.016
C_4h_4h,rsi,vol,SP500/USD,2,21,8,25.0,-0.112
C_4h_4h,macd,(solo),SP500/USD,1,1307,638,50.9,-0.001
C_4h_4h,macd,rsi,SP500/USD,1,697,351,50.7,-0.009
C_4h_4h,macd,bb,SP500/USD,1,724,368,50.3,-0.01
C_4h_4h,macd,ema,SP500/USD,1,665,338,49.4,-0.009
C_4h_4h,macd,adx,SP500/USD,1,866,413,49.9,-0.004
C_4h_4h,macd,vol,SP500/USD,1,494,278,51.1,-0.004
C_4h_4h,macd,(solo),SP500/USD,2,1306,822,50.6,-0.003
C_4h_4h,macd,rsi,SP500/USD,2,697,445,50.3,-0.008
C_4h_4h,macd,bb,SP500/USD,2,724,457,49.0,-0.018
C_4h_4h,macd,ema,SP500/USD,2,665,421,47.3,-0.021
C_4h_4h,macd,adx,SP500/USD,2,865,533,49.7,-0.006
C_4h_4h,macd,vol,SP500/USD,2,494,324,50.9,0.001
C_4h_4h,bb,(solo),SP500/USD,1,214,103,49.5,-0.002
C_4h_4h,bb,rsi,SP500/USD,1,22,11,45.5,-0.01
C_4h_4h,bb,macd,SP500/USD,1,15,5,60.0,-0.006
C_4h_4h,bb,ema,SP500/USD,1,57,27,55.6,0.049
C_4h_4h,bb,adx,SP500/USD,1,158,73,52.1,0.019
C_4h_4h,bb,vol,SP500/USD,1,87,46,43.5,-0.034
C_4h_4h,bb,(solo),SP500/USD,2,214,134,47.8,0.001
C_4h_4h,bb,rsi,SP500/USD,2,22,15,46.7,0.007
C_4h_4h,bb,macd,SP500/USD,2,15,10,40.0,-0.042
C_4h_4h,bb,ema,SP500/USD,2,57,39,48.7,0.031
C_4h_4h,bb,adx,SP500/USD,2,158,96,53.1,0.036
C_4h_4h,bb,vol,SP500/USD,2,87,52,38.5,-0.077
A_1h_1h,rsi,(solo),NASDAQ100/USD,1,180,68,51.5,0.006
A_1h_1h,rsi,macd,NASDAQ100/USD,1,41,16,50.0,0.025
A_1h_1h,rsi,bb,NASDAQ100/USD,1,6,4,75.0,0.146
A_1h_1h,rsi,ema,NASDAQ100/USD,1,7,4,50.0,0.015
A_1h_1h,rsi,adx,NASDAQ100/USD,1,170,64,51.6,0.005
A_1h_1h,rsi,vol,NASDAQ100/USD,1,87,41,63.4,0.053
A_1h_1h,rsi,(solo),NASDAQ100/USD,2,180,96,47.9,-0.011
A_1h_1h,rsi,macd,NASDAQ100/USD,2,41,18,44.4,-0.013
A_1h_1h,rsi,bb,NASDAQ100/USD,2,6,3,33.3,0.045
A_1h_1h,rsi,ema,NASDAQ100/USD,2,7,2,100.0,0.032
A_1h_1h,rsi,adx,NASDAQ100/USD,2,170,92,48.9,-0.007
A_1h_1h,rsi,vol,NASDAQ100/USD,2,87,52,53.8,0.014
A_1h_1h,rsi,(solo),NASDAQ100/USD,4,180,120,50.0,0.001
A_1h_1h,rsi,macd,NASDAQ100/USD,4,41,29,41.4,-0.049
A_1h_1h,rsi,bb,NASDAQ100/USD,4,6,5,80.0,0.143
A_1h_1h,rsi,ema,NASDAQ100/USD,4,7,4,100.0,0.121
A_1h_1h,rsi,adx,NASDAQ100/USD,4,170,115,50.4,0.006
A_1h_1h,rsi,vol,NASDAQ100/USD,4,87,60,46.7,-0.047
A_1h_1h,macd,(solo),NASDAQ100/USD,1,5048,1759,50.0,0.002
A_1h_1h,macd,rsi,NASDAQ100/USD,1,2601,976,51.4,0.004
A_1h_1h,macd,bb,NASDAQ100/USD,1,2630,994,50.8,0.001
A_1h_1h,macd,ema,NASDAQ100/USD,1,2459,888,48.9,-0.001
A_1h_1h,macd,adx,NASDAQ100/USD,1,3537,1291,50.2,0.003
A_1h_1h,macd,vol,NASDAQ100/USD,1,1737,827,48.5,-0.0
A_1h_1h,macd,(solo),NASDAQ100/USD,2,5047,2478,50.0,0.003
A_1h_1h,macd,rsi,NASDAQ100/USD,2,2601,1345,50.9,0.005
A_1h_1h,macd,bb,NASDAQ100/USD,2,2630,1370,50.0,0.0
A_1h_1h,macd,ema,NASDAQ100/USD,2,2459,1236,50.0,-0.004
A_1h_1h,macd,adx,NASDAQ100/USD,2,3536,1813,50.1,0.001
A_1h_1h,macd,vol,NASDAQ100/USD,2,1737,1054,49.5,-0.001
A_1h_1h,macd,(solo),NASDAQ100/USD,4,5045,3153,50.9,0.005
A_1h_1h,macd,rsi,NASDAQ100/USD,4,2601,1661,51.7,0.009
A_1h_1h,macd,bb,NASDAQ100/USD,4,2630,1694,50.5,-0.002
A_1h_1h,macd,ema,NASDAQ100/USD,4,2459,1543,50.3,-0.009
A_1h_1h,macd,adx,NASDAQ100/USD,4,3534,2279,50.8,0.003
A_1h_1h,macd,vol,NASDAQ100/USD,4,1736,1185,47.8,-0.019
A_1h_1h,bb,(solo),NASDAQ100/USD,1,967,393,48.1,-0.002
A_1h_1h,bb,rsi,NASDAQ100/USD,1,141,67,50.7,0.03
A_1h_1h,bb,macd,NASDAQ100/USD,1,142,73,56.2,0.03
A_1h_1h,bb,ema,NASDAQ100/USD,1,278,108,44.4,-0.008
A_1h_1h,bb,adx,NASDAQ100/USD,1,675,274,50.7,0.009
A_1h_1h,bb,vol,NASDAQ100/USD,1,515,239,47.3,-0.001
A_1h_1h,bb,(solo),NASDAQ100/USD,2,967,535,48.4,-0.015
A_1h_1h,bb,rsi,NASDAQ100/USD,2,141,84,51.2,0.018
A_1h_1h,bb,macd,NASDAQ100/USD,2,142,85,50.6,0.019
A_1h_1h,bb,ema,NASDAQ100/USD,2,278,161,47.8,-0.027
A_1h_1h,bb,adx,NASDAQ100/USD,2,675,373,51.7,0.003
A_1h_1h,bb,vol,NASDAQ100/USD,2,515,314,46.8,-0.019
A_1h_1h,bb,(solo),NASDAQ100/USD,4,967,608,48.7,-0.032
A_1h_1h,bb,rsi,NASDAQ100/USD,4,141,90,47.8,-0.019
A_1h_1h,bb,macd,NASDAQ100/USD,4,142,94,53.2,0.01
A_1h_1h,bb,ema,NASDAQ100/USD,4,278,172,50.0,-0.044
A_1h_1h,bb,adx,NASDAQ100/USD,4,675,430,49.5,-0.015
A_1h_1h,bb,vol,NASDAQ100/USD,4,515,332,47.0,-0.043
B_1h_4h,rsi,macd,NASDAQ100/USD,1,13,7,57.1,0.097
B_1h_4h,rsi,bb,NASDAQ100/USD,1,6,2,100.0,0.157
B_1h_4h,rsi,ema,NASDAQ100/USD,1,36,11,63.6,0.03
B_1h_4h,rsi,adx,NASDAQ100/USD,1,129,50,50.0,0.004
B_1h_4h,rsi,vol,NASDAQ100/USD,1,94,47,53.2,0.025
B_1h_4h,rsi,macd,NASDAQ100/USD,2,13,8,62.5,0.124
B_1h_4h,rsi,bb,NASDAQ100/USD,2,6,4,100.0,0.353
B_1h_4h,rsi,ema,NASDAQ100/USD,2,36,18,61.1,0.05
B_1h_4h,rsi,adx,NASDAQ100/USD,2,129,70,45.7,-0.018
B_1h_4h,rsi,vol,NASDAQ100/USD,2,94,62,45.2,-0.022
B_1h_4h,rsi,macd,NASDAQ100/USD,4,13,8,62.5,0.054
B_1h_4h,rsi,bb,NASDAQ100/USD,4,6,5,100.0,0.329
B_1h_4h,rsi,ema,NASDAQ100/USD,4,36,23,60.9,0.078
B_1h_4h,rsi,adx,NASDAQ100/USD,4,129,91,48.4,-0.005
B_1h_4h,rsi,vol,NASDAQ100/USD,4,94,67,46.3,-0.026
B_1h_4h,macd,rsi,NASDAQ100/USD,1,2438,892,57.1,0.03
B_1h_4h,macd,bb,NASDAQ100/USD,1,2375,866,58.1,0.032
B_1h_4h,macd,ema,NASDAQ100/USD,1,2508,906,54.3,0.021
B_1h_4h,macd,adx,NASDAQ100/USD,1,3349,1227,49.1,0.0
B_1h_4h,macd,vol,NASDAQ100/USD,1,1900,947,50.6,0.007
B_1h_4h,macd,rsi,NASDAQ100/USD,2,2438,1230,58.0,0.05
B_1h_4h,macd,bb,NASDAQ100/USD,2,2375,1204,58.8,0.052
B_1h_4h,macd,ema,NASDAQ100/USD,2,2508,1264,55.3,0.035
B_1h_4h,macd,adx,NASDAQ100/USD,2,3348,1672,49.0,0.001
B_1h_4h,macd,vol,NASDAQ100/USD,2,1900,1211,49.8,0.005
B_1h_4h,macd,rsi,NASDAQ100/USD,4,2438,1535,56.5,0.058
B_1h_4h,macd,bb,NASDAQ100/USD,4,2375,1496,57.4,0.063
B_1h_4h,macd,ema,NASDAQ100/USD,4,2508,1594,54.3,0.04
B_1h_4h,macd,adx,NASDAQ100/USD,4,3346,2116,49.9,0.009
B_1h_4h,macd,vol,NASDAQ100/USD,4,1900,1381,50.4,0.01
B_1h_4h,bb,rsi,NASDAQ100/USD,1,278,105,61.9,0.055
B_1h_4h,bb,macd,NASDAQ100/USD,1,307,116,54.3,0.033
B_1h_4h,bb,ema,NASDAQ100/USD,1,365,144,50.0,0.018
B_1h_4h,bb,adx,NASDAQ100/USD,1,648,277,47.3,-0.004
B_1h_4h,bb,vol,NASDAQ100/USD,1,538,282,46.8,-0.003
B_1h_4h,bb,rsi,NASDAQ100/USD,2,278,156,62.8,0.07
B_1h_4h,bb,macd,NASDAQ100/USD,2,307,168,54.2,0.022
B_1h_4h,bb,ema,NASDAQ100/USD,2,365,201,53.7,0.024
B_1h_4h,bb,adx,NASDAQ100/USD,2,648,364,48.9,-0.019
B_1h_4h,bb,vol,NASDAQ100/USD,2,538,354,45.5,-0.031
B_1h_4h,bb,rsi,NASDAQ100/USD,4,278,177,61.6,0.059
B_1h_4h,bb,macd,NASDAQ100/USD,4,307,189,52.4,0.005
B_1h_4h,bb,ema,NASDAQ100/USD,4,365,220,54.1,0.01
B_1h_4h,bb,adx,NASDAQ100/USD,4,648,413,47.5,-0.048
B_1h_4h,bb,vol,NASDAQ100/USD,4,538,380,46.1,-0.064
C_4h_4h,rsi,(solo),NASDAQ100/USD,1,45,24,41.7,-0.06
C_4h_4h,rsi,macd,NASDAQ100/USD,1,10,7,28.6,-0.133
C_4h_4h,rsi,bb,NASDAQ100/USD,1,2,2,0.0,-0.401
C_4h_4h,rsi,ema,NASDAQ100/USD,1,0,0,,
C_4h_4h,rsi,adx,NASDAQ100/USD,1,42,22,40.9,-0.061
C_4h_4h,rsi,vol,NASDAQ100/USD,1,17,12,25.0,-0.178
C_4h_4h,rsi,(solo),NASDAQ100/USD,2,45,28,50.0,0.016
C_4h_4h,rsi,macd,NASDAQ100/USD,2,10,7,28.6,-0.097
C_4h_4h,rsi,bb,NASDAQ100/USD,2,2,2,0.0,-0.811
C_4h_4h,rsi,ema,NASDAQ100/USD,2,0,0,,
C_4h_4h,rsi,adx,NASDAQ100/USD,2,42,26,50.0,0.03
C_4h_4h,rsi,vol,NASDAQ100/USD,2,17,12,33.3,-0.068
C_4h_4h,macd,(solo),NASDAQ100/USD,1,1306,796,51.9,0.002
C_4h_4h,macd,rsi,NASDAQ100/USD,1,695,442,49.8,-0.013
C_4h_4h,macd,bb,NASDAQ100/USD,1,709,453,50.8,-0.007
C_4h_4h,macd,ema,NASDAQ100/USD,1,652,407,49.9,-0.012
C_4h_4h,macd,adx,NASDAQ100/USD,1,865,533,51.8,-0.003
C_4h_4h,macd,vol,NASDAQ100/USD,1,476,325,53.2,0.029
C_4h_4h,macd,(solo),NASDAQ100/USD,2,1305,955,51.4,0.005
C_4h_4h,macd,rsi,NASDAQ100/USD,2,694,531,51.0,-0.011
C_4h_4h,macd,bb,NASDAQ100/USD,2,708,548,51.3,-0.007
C_4h_4h,macd,ema,NASDAQ100/USD,2,651,494,50.8,-0.02
C_4h_4h,macd,adx,NASDAQ100/USD,2,864,619,51.7,0.002
C_4h_4h,macd,vol,NASDAQ100/USD,2,476,364,54.4,0.049
C_4h_4h,bb,(solo),NASDAQ100/USD,1,230,150,48.0,-0.029
C_4h_4h,bb,rsi,NASDAQ100/USD,1,18,13,23.1,-0.244
C_4h_4h,bb,macd,NASDAQ100/USD,1,20,13,30.8,-0.069
C_4h_4h,bb,ema,NASDAQ100/USD,1,49,33,42.4,-0.087
C_4h_4h,bb,adx,NASDAQ100/USD,1,172,113,48.7,-0.019
C_4h_4h,bb,vol,NASDAQ100/USD,1,93,67,46.3,-0.051
C_4h_4h,bb,(solo),NASDAQ100/USD,2,230,174,48.3,-0.039
C_4h_4h,bb,rsi,NASDAQ100/USD,2,18,13,15.4,-0.425
C_4h_4h,bb,macd,NASDAQ100/USD,2,20,15,40.0,-0.031
C_4h_4h,bb,ema,NASDAQ100/USD,2,49,36,41.7,-0.19
C_4h_4h,bb,adx,NASDAQ100/USD,2,172,127,48.8,-0.025
C_4h_4h,bb,vol,NASDAQ100/USD,2,93,70,47.1,-0.048
A_1h_1h,rsi,(solo),OIL_BRENT/USD,1,122,91,45.1,-0.106
A_1h_1h,rsi,macd,OIL_BRENT/USD,1,19,14,50.0,-0.191
A_1h_1h,rsi,bb,OIL_BRENT/USD,1,1,1,0.0,-0.58
A_1h_1h,rsi,ema,OIL_BRENT/USD,1,3,3,66.7,0.145
A_1h_1h,rsi,adx,OIL_BRENT/USD,1,118,87,44.8,-0.099
A_1h_1h,rsi,vol,OIL_BRENT/USD,1,70,54,46.3,-0.091
A_1h_1h,rsi,(solo),OIL_BRENT/USD,2,122,101,50.5,-0.081
A_1h_1h,rsi,macd,OIL_BRENT/USD,2,19,15,46.7,-0.137
A_1h_1h,rsi,bb,OIL_BRENT/USD,2,1,1,0.0,-0.533
A_1h_1h,rsi,ema,OIL_BRENT/USD,2,3,0,,0.051
A_1h_1h,rsi,adx,OIL_BRENT/USD,2,118,97,51.5,-0.052
A_1h_1h,rsi,vol,OIL_BRENT/USD,2,70,62,48.4,-0.139
A_1h_1h,rsi,(solo),OIL_BRENT/USD,4,122,104,51.9,-0.103
A_1h_1h,rsi,macd,OIL_BRENT/USD,4,19,15,66.7,0.178
A_1h_1h,rsi,bb,OIL_BRENT/USD,4,1,1,0.0,-1.208
A_1h_1h,rsi,ema,OIL_BRENT/USD,4,3,1,100.0,0.144
A_1h_1h,rsi,adx,OIL_BRENT/USD,4,118,100,52.0,-0.112
A_1h_1h,rsi,vol,OIL_BRENT/USD,4,70,59,47.5,-0.263
A_1h_1h,macd,(solo),OIL_BRENT/USD,1,3349,2314,48.5,-0.026
A_1h_1h,macd,rsi,OIL_BRENT/USD,1,1723,1197,48.5,-0.016
A_1h_1h,macd,bb,OIL_BRENT/USD,1,1747,1212,48.0,-0.021
A_1h_1h,macd,ema,OIL_BRENT/USD,1,1670,1154,49.7,-0.018
A_1h_1h,macd,adx,OIL_BRENT/USD,1,2409,1717,48.7,-0.019
A_1h_1h,macd,vol,OIL_BRENT/USD,1,1275,951,46.7,-0.017
A_1h_1h,macd,(solo),OIL_BRENT/USD,2,3348,2612,47.7,-0.049
A_1h_1h,macd,rsi,OIL_BRENT/USD,2,1723,1346,48.0,-0.031
A_1h_1h,macd,bb,OIL_BRENT/USD,2,1747,1376,47.5,-0.029
A_1h_1h,macd,ema,OIL_BRENT/USD,2,1669,1290,48.8,-0.034
A_1h_1h,macd,adx,OIL_BRENT/USD,2,2409,1923,47.2,-0.046
A_1h_1h,macd,vol,OIL_BRENT/USD,2,1275,1054,46.0,-0.052
A_1h_1h,macd,(solo),OIL_BRENT/USD,4,3346,2850,47.0,-0.074
A_1h_1h,macd,rsi,OIL_BRENT/USD,4,1721,1462,48.2,-0.033
A_1h_1h,macd,bb,OIL_BRENT/USD,4,1745,1492,48.0,-0.027
A_1h_1h,macd,ema,OIL_BRENT/USD,4,1669,1418,48.8,-0.049
A_1h_1h,macd,adx,OIL_BRENT/USD,4,2409,2085,46.5,-0.062
A_1h_1h,macd,vol,OIL_BRENT/USD,4,1274,1109,46.7,-0.054
A_1h_1h,bb,(solo),OIL_BRENT/USD,1,611,451,52.3,0.034
A_1h_1h,bb,rsi,OIL_BRENT/USD,1,68,56,39.3,-0.033
A_1h_1h,bb,macd,OIL_BRENT/USD,1,76,53,50.9,0.055
A_1h_1h,bb,ema,OIL_BRENT/USD,1,173,127,56.7,0.083
A_1h_1h,bb,adx,OIL_BRENT/USD,1,458,339,52.5,0.034
A_1h_1h,bb,vol,OIL_BRENT/USD,1,317,245,48.6,0.033
A_1h_1h,bb,(solo),OIL_BRENT/USD,2,611,488,54.1,0.053
A_1h_1h,bb,rsi,OIL_BRENT/USD,2,68,58,44.8,-0.027
A_1h_1h,bb,macd,OIL_BRENT/USD,2,76,63,57.1,0.188
A_1h_1h,bb,ema,OIL_BRENT/USD,2,173,135,59.3,0.088
A_1h_1h,bb,adx,OIL_BRENT/USD,2,458,370,54.3,0.049
A_1h_1h,bb,vol,OIL_BRENT/USD,2,317,264,51.1,0.06
A_1h_1h,bb,(solo),OIL_BRENT/USD,4,610,520,51.2,0.009
A_1h_1h,bb,rsi,OIL_BRENT/USD,4,68,59,52.5,0.135
A_1h_1h,bb,macd,OIL_BRENT/USD,4,76,66,59.1,0.126
A_1h_1h,bb,ema,OIL_BRENT/USD,4,172,147,54.4,0.081
A_1h_1h,bb,adx,OIL_BRENT/USD,4,458,396,52.3,0.003
A_1h_1h,bb,vol,OIL_BRENT/USD,4,317,277,50.2,-0.057
B_1h_4h,rsi,macd,OIL_BRENT/USD,1,8,6,50.0,0.164
B_1h_4h,rsi,bb,OIL_BRENT/USD,1,2,2,100.0,0.979
B_1h_4h,rsi,ema,OIL_BRENT/USD,1,26,19,52.6,0.017
B_1h_4h,rsi,adx,OIL_BRENT/USD,1,92,74,48.6,-0.083
B_1h_4h,rsi,vol,OIL_BRENT/USD,1,82,63,41.3,-0.132
B_1h_4h,rsi,macd,OIL_BRENT/USD,2,8,7,14.3,0.235
B_1h_4h,rsi,bb,OIL_BRENT/USD,2,2,1,100.0,3.144
B_1h_4h,rsi,ema,OIL_BRENT/USD,2,26,22,68.2,0.306
B_1h_4h,rsi,adx,OIL_BRENT/USD,2,92,78,53.8,-0.072
B_1h_4h,rsi,vol,OIL_BRENT/USD,2,82,69,47.8,-0.122
B_1h_4h,rsi,macd,OIL_BRENT/USD,4,8,7,28.6,0.268
B_1h_4h,rsi,bb,OIL_BRENT/USD,4,2,2,100.0,3.682
B_1h_4h,rsi,ema,OIL_BRENT/USD,4,26,23,60.9,-0.072
B_1h_4h,rsi,adx,OIL_BRENT/USD,4,92,79,54.4,-0.104
B_1h_4h,rsi,vol,OIL_BRENT/USD,4,82,70,50.0,-0.229
B_1h_4h,macd,rsi,OIL_BRENT/USD,1,1607,1120,53.6,0.052
B_1h_4h,macd,bb,OIL_BRENT/USD,1,1575,1085,53.5,0.049
B_1h_4h,macd,ema,OIL_BRENT/USD,1,1663,1161,51.7,0.006
B_1h_4h,macd,adx,OIL_BRENT/USD,1,2313,1592,48.8,-0.023
B_1h_4h,macd,vol,OIL_BRENT/USD,1,1321,997,48.8,0.001
B_1h_4h,macd,rsi,OIL_BRENT/USD,2,1606,1242,53.6,0.083
B_1h_4h,macd,bb,OIL_BRENT/USD,2,1574,1226,53.1,0.077
B_1h_4h,macd,ema,OIL_BRENT/USD,2,1662,1298,51.2,0.006
